Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Homo_sapiens	ZNF621	ENSG00000172888	zf-C2H2	ENSP00000340841.5;ENSP00000386051.2;ENSP00000413236.1;	285268
Homo_sapiens	MNT	ENSG00000070444	bHLH	ENSP00000174618.4;	4335
Homo_sapiens	HES2	ENSG00000069812	bHLH	ENSP00000367068.1;ENSP00000465248.1;ENSP00000465270.1;ENSP00000367065.4;ENSP00000367067.4;	NA
Homo_sapiens	ESRRA	ENSG00000173153	ESR-like	ENSP00000439896.1;ENSP00000441970.2;ENSP00000444710.1;ENSP00000000442.6;ENSP00000385971.2;ENSP00000503245.1;ENSP00000384851.1;	2101
Homo_sapiens	ZNF431	ENSG00000196705	zf-C2H2	ENSP00000471876.1;ENSP00000308578.6;	170959
Homo_sapiens	MYBL1	ENSG00000185697	MYB	ENSP00000429633.2;ENSP00000428265.1;ENSP00000428011.2;	4603
Homo_sapiens	BNC2	ENSG00000173068	zf-C2H2	ENSP00000431516.1;ENSP00000444640.2;ENSP00000408370.1;ENSP00000370042.1;ENSP00000370047.3;	54796
Homo_sapiens	PRDM4	ENSG00000110851	zf-C2H2	ENSP00000228437.5;	11108
Homo_sapiens	BHLHA15	ENSG00000180535	bHLH	ENSP00000476312.1;ENSP00000326391.2;	168620
Homo_sapiens	NR2E1	ENSG00000112333	RXR-like	ENSP00000357982.5;ENSP00000357979.3;	7101
Homo_sapiens	HEYL	ENSG00000163909	bHLH	ENSP00000361943.3;	26508
Homo_sapiens	BACH1	ENSG00000156273	TF_bZIP	ENSP00000470673.1;ENSP00000286800.3;ENSP00000400576.1;ENSP00000416569.1;ENSP00000392202.1;ENSP00000382805.1;ENSP00000408605.1;	571
Homo_sapiens	ZNF559-ZNF177	ENSG00000270011	zf-C2H2	ENSP00000445323.1;ENSP00000507083.1;	7730
Homo_sapiens	TCF21	ENSG00000118526	bHLH	ENSP00000237316.3;ENSP00000356857.5;	6943
Homo_sapiens	GLMP	ENSG00000198715	NCU-G1	ENSP00000497576.1;ENSP00000354553.1;ENSP00000476260.1;ENSP00000477180.1;ENSP00000483691.1;ENSP00000477187.1;ENSP00000357247.1;ENSP00000479149.1;ENSP00000480936.1;	112770
Homo_sapiens	SOX1	ENSG00000182968	HMG	ENSP00000330218.1;	6656
Homo_sapiens	ZNF596	ENSG00000172748	zf-C2H2	ENSP00000310033.4;ENSP00000381613.1;ENSP00000318719.3;	169270
Homo_sapiens	SCRT2	ENSG00000215397	zf-C2H2	ENSP00000246104.5;	NA
Homo_sapiens	MAFB	ENSG00000204103	TF_bZIP	ENSP00000362410.2;	9935
Homo_sapiens	BHLHE23	ENSG00000125533	bHLH	ENSP00000359371.2;ENSP00000480998.1;	128408
Homo_sapiens	FOXJ1	ENSG00000129654	Fork_head	ENSP00000323880.4;	2302
Homo_sapiens	BCL11B	ENSG00000127152	zf-C2H2	ENSP00000387419.2;ENSP00000280435.6;ENSP00000349723.3;	64919
Homo_sapiens	GBX2	ENSG00000168505	Homeobox	ENSP00000302251.4;	2637
Homo_sapiens	ZNF273	ENSG00000198039	zf-C2H2	ENSP00000418719.1;	10793
Homo_sapiens	ZNF195	ENSG00000005801	zf-C2H2	ENSP00000387998.2;ENSP00000346613.6;ENSP00000005082.9;ENSP00000344483.7;ENSP00000435828.1;ENSP00000382511.4;ENSP00000477630.1;ENSP00000431937.1;	7748
Homo_sapiens	YBX2	ENSG00000006047	CSD	ENSP00000007699.5;	51087
Homo_sapiens	CREBZF	ENSG00000137504	TF_bZIP	ENSP00000260058.5;ENSP00000433459.1;ENSP00000434281.1;ENSP00000435762.1;ENSP00000507358.1;	58487
Homo_sapiens	ZNF772	ENSG00000197128	zf-C2H2	ENSP00000348992.3;ENSP00000395967.2;ENSP00000477730.1;ENSP00000341165.4;	400720
Homo_sapiens	YY1	ENSG00000100811	zf-C2H2	ENSP00000262238.4;ENSP00000452225.1;	7528
Homo_sapiens	ARID3A	ENSG00000116017	ARID	ENSP00000263620.2;ENSP00000464969.3;	1820
Homo_sapiens	LHX6	ENSG00000106852	Homeobox	ENSP00000362860.2;ENSP00000362859.2;ENSP00000340137.3;ENSP00000475927.1;ENSP00000377854.4;ENSP00000441464.2;	26468
Homo_sapiens	ZNF566	ENSG00000186017	zf-C2H2	ENSP00000415520.2;ENSP00000376010.2;ENSP00000467764.1;ENSP00000401259.2;ENSP00000411526.2;ENSP00000465343.1;ENSP00000400651.2;	84924
Homo_sapiens		ENSG00000284691	zf-C2H2	ENSP00000493012.1;ENSP00000492887.1;ENSP00000493097.1;	NA
Homo_sapiens	GLI1	ENSG00000111087	zf-C2H2	ENSP00000441006.1;ENSP00000434408.1;ENSP00000437607.1;ENSP00000228682.2;ENSP00000436671.1;	2735
Homo_sapiens	ZNF774	ENSG00000196391	zf-C2H2	ENSP00000346348.3;	342132
Homo_sapiens	DMRT1	ENSG00000137090	DM	ENSP00000371711.3;	1761
Homo_sapiens	ARID4A	ENSG00000032219	ARID	ENSP00000378597.3;ENSP00000397368.2;ENSP00000416053.2;ENSP00000344556.3;ENSP00000347602.3;	5926
Homo_sapiens	BHLHE41	ENSG00000123095	bHLH	ENSP00000242728.4;	79365
Homo_sapiens	SALL2	ENSG00000165821	zf-C2H2	ENSP00000396773.2;ENSP00000440054.1;ENSP00000483562.1;ENSP00000438493.2;	6297
Homo_sapiens	HOXA2	ENSG00000105996	Homeobox	ENSP00000222718.5;	NA
Homo_sapiens	NCOR2	ENSG00000196498	MYB	ENSP00000408247.1;ENSP00000348551.4;ENSP00000400281.2;ENSP00000385618.3;ENSP00000405367.1;ENSP00000402808.1;ENSP00000384202.1;ENSP00000384018.1;	9612
Homo_sapiens	ZNF853	ENSG00000236609	zf-C2H2	ENSP00000455585.1;	54753
Homo_sapiens	DLX4	ENSG00000108813	Homeobox	ENSP00000410622.2;ENSP00000240306.3;ENSP00000480366.1;	1748
Homo_sapiens	DMBX1	ENSG00000197587	Homeobox	ENSP00000353132.3;ENSP00000361024.4;	127343
Homo_sapiens	TFAP2A	ENSG00000137203	AP-2	ENSP00000368933.5;ENSP00000417735.1;ENSP00000419696.1;ENSP00000419961.3;ENSP00000368928.3;ENSP00000417495.1;ENSP00000316516.4;ENSP00000418541.2;	7020
Homo_sapiens	ZFP42	ENSG00000179059	zf-C2H2	ENSP00000317686.4;ENSP00000424662.1;ENSP00000483363.1;	132625
Homo_sapiens	ZNF12	ENSG00000164631	zf-C2H2	ENSP00000384405.1;ENSP00000385939.1;ENSP00000344745.5;	7559
Homo_sapiens	ZNF653	ENSG00000161914	zf-C2H2	ENSP00000467069.1;ENSP00000293771.3;ENSP00000465166.1;	NA
Homo_sapiens	ZNF483	ENSG00000173258	zf-C2H2	ENSP00000311679.5;	158399
Homo_sapiens	SOX13	ENSG00000143842	HMG	ENSP00000356172.1;ENSP00000478239.1;	9580
Homo_sapiens	PRDM8	ENSG00000152784	zf-C2H2	ENSP00000423985.1;ENSP00000339764.4;ENSP00000406998.2;	56978
Homo_sapiens	HOXA11	ENSG00000005073	Homeobox	ENSP00000006015.3;ENSP00000448962.1;	3207
Homo_sapiens	OSR2	ENSG00000164920	zf-C2H2	ENSP00000414657.2;ENSP00000430780.1;ENSP00000429910.1;ENSP00000430041.1;ENSP00000402862.2;ENSP00000297565.4;ENSP00000430074.1;	116039
Homo_sapiens	ZNF417	ENSG00000173480	zf-C2H2	ENSP00000472272.1;ENSP00000311319.4;	147687
Homo_sapiens	ETS2	ENSG00000157557	ETS	ENSP00000353344.3;ENSP00000499315.1;ENSP00000354194.3;ENSP00000499226.1;ENSP00000499775.1;ENSP00000499540.1;	2114
Homo_sapiens	THAP9	ENSG00000168152	THAP	ENSP00000426750.1;ENSP00000305533.5;ENSP00000425503.1;ENSP00000425966.1;	79725
Homo_sapiens	MYT1	ENSG00000196132	zf-C2HC	ENSP00000480510.1;ENSP00000498616.1;ENSP00000353269.4;ENSP00000327465.1;ENSP00000499493.1;ENSP00000442412.1;	NA
Homo_sapiens	ZNF215	ENSG00000149054	zf-C2H2	ENSP00000278319.5;ENSP00000393202.2;	7762
Homo_sapiens	KLF3	ENSG00000109787	zf-C2H2	ENSP00000261438.5;	NA
Homo_sapiens	PPARG	ENSG00000132170	THR-like	ENSP00000508248.1;ENSP00000507893.1;ENSP00000498300.1;ENSP00000507572.1;ENSP00000312472.7;ENSP00000380195.3;ENSP00000380196.2;ENSP00000287820.6;ENSP00000495840.2;ENSP00000494934.2;ENSP00000494873.2;ENSP00000498717.1;ENSP00000508065.1;ENSP00000380210.3;ENSP00000380221.3;ENSP00000380224.4;ENSP00000498500.1;ENSP00000380205.3;ENSP00000507823.1;ENSP00000498313.1;ENSP00000506813.1;	5468
Homo_sapiens	KLF7	ENSG00000118263	zf-C2H2	ENSP00000393268.1;ENSP00000387510.1;ENSP00000403284.2;ENSP00000309570.6;	8609
Homo_sapiens	ZBED1	ENSG00000214717	zf-BED	ENSP00000498725.1;ENSP00000419148.1;ENSP00000370620.2;ENSP00000370621.4;ENSP00000370616.3;	9189
Homo_sapiens	GLIS2	ENSG00000126603	zf-C2H2	ENSP00000262366.3;ENSP00000395547.1;	84662
Homo_sapiens	HOXB2	ENSG00000173917	Homeobox	ENSP00000331741.4;	3212
Homo_sapiens	TEAD4	ENSG00000197905	TEA	ENSP00000351184.3;ENSP00000441959.1;ENSP00000352926.3;ENSP00000438453.2;ENSP00000444528.2;ENSP00000411475.3;	7004
Homo_sapiens	ASCL3	ENSG00000176009	bHLH	ENSP00000435770.1;	56676
Homo_sapiens	HMGB4	ENSG00000176256	HMG	ENSP00000505691.1;ENSP00000429214.1;ENSP00000430919.1;	127540
Homo_sapiens	ZNF454	ENSG00000178187	zf-C2H2	ENSP00000430354.1;ENSP00000326249.3;	285676
Homo_sapiens	HMGB2	ENSG00000164104	HMG	ENSP00000404912.2;ENSP00000423001.1;ENSP00000393448.2;ENSP00000296503.5;	3148
Homo_sapiens	RBPJL	ENSG00000124232	CSL	ENSP00000483978.1;ENSP00000341243.3;ENSP00000361826.3;ENSP00000361828.1;	11317
Homo_sapiens	DLX2	ENSG00000115844	Homeobox	ENSP00000446904.1;ENSP00000234198.4;	NA
Homo_sapiens	DNAJC1	ENSG00000136770	MYB	ENSP00000366179.3;	64215
Homo_sapiens	SP7	ENSG00000170374	zf-C2H2	ENSP00000441367.2;ENSP00000302812.3;ENSP00000443827.2;	121340
Homo_sapiens	ZNF682	ENSG00000197124	zf-C2H2	ENSP00000470718.1;ENSP00000380351.1;ENSP00000351324.5;ENSP00000380348.1;ENSP00000471717.1;	91120
Homo_sapiens	LEF1	ENSG00000138795	HMG	ENSP00000265165.1;ENSP00000406176.2;ENSP00000422840.1;ENSP00000369284.2;	51176
Homo_sapiens	MAF	ENSG00000178573	TF_bZIP	ENSP00000327048.4;ENSP00000455097.1;ENSP00000377019.1;	4094
Homo_sapiens	NR1H3	ENSG00000025434	THR-like	ENSP00000477707.1;ENSP00000412636.1;ENSP00000432073.1;ENSP00000403696.1;ENSP00000434650.1;ENSP00000415591.1;ENSP00000378793.3;ENSP00000403798.1;ENSP00000385073.1;ENSP00000384745.3;ENSP00000391005.1;ENSP00000387946.2;ENSP00000433271.1;ENSP00000420656.1;ENSP00000385801.1;	10062
Homo_sapiens	ZNF530	ENSG00000183647	zf-C2H2	ENSP00000332861.5;ENSP00000472564.1;ENSP00000472024.2;	348327
Homo_sapiens	LRRFIP2	ENSG00000093167	LRRFIP	ENSP00000416907.1;ENSP00000391360.1;ENSP00000409574.1;ENSP00000416364.2;ENSP00000416013.1;ENSP00000412206.1;ENSP00000405480.1;ENSP00000379705.2;ENSP00000346349.4;ENSP00000338727.4;ENSP00000413026.2;	9209
Homo_sapiens	MXD3	ENSG00000213347	bHLH	ENSP00000421463.1;ENSP00000416921.2;ENSP00000389716.2;ENSP00000425029.1;ENSP00000401867.2;	83463
Homo_sapiens	ZSCAN22	ENSG00000182318	zf-C2H2	ENSP00000332433.3;	342945
Homo_sapiens	GLI3	ENSG00000106571	zf-C2H2	ENSP00000503743.1;ENSP00000379258.3;ENSP00000502957.1;ENSP00000496377.1;ENSP00000503986.1;	2737
Homo_sapiens	VSX2	ENSG00000119614	Homeobox	ENSP00000261980.2;	NA
Homo_sapiens	ZNF816	ENSG00000180257	zf-C2H2	ENSP00000403266.2;ENSP00000350295.4;	125893
Homo_sapiens	BCL6	ENSG00000113916	ZBTB	ENSP00000384371.2;ENSP00000384371.2;ENSP00000479784.1;ENSP00000414455.1;ENSP00000415574.1;ENSP00000232014.4;ENSP00000398014.2;ENSP00000413122.2;	604
Homo_sapiens	ZNF777	ENSG00000196453	zf-C2H2	ENSP00000247930.4;	27153
Homo_sapiens	ZNF574	ENSG00000105732	zf-C2H2	ENSP00000222339.6;ENSP00000351939.3;ENSP00000469029.1;ENSP00000471611.1;	64763
Homo_sapiens	ZNF691	ENSG00000164011	zf-C2H2	ENSP00000361585.1;ENSP00000486871.1;ENSP00000361580.2;ENSP00000361582.1;ENSP00000361581.2;ENSP00000498913.1;ENSP00000361584.1;ENSP00000361586.3;	51058
Homo_sapiens	SP1	ENSG00000185591	zf-C2H2	ENSP00000404263.2;ENSP00000329357.4;	6667
Homo_sapiens	DACH2	ENSG00000126733	DACH	ENSP00000362217.4;ENSP00000420896.1;ENSP00000362223.1;ENSP00000421919.1;ENSP00000422727.1;	117154
Homo_sapiens	SIM2	ENSG00000159263	bHLH	ENSP00000290399.6;	6493
Homo_sapiens	GRHL1	ENSG00000134317	CP2	ENSP00000418275.1;ENSP00000384209.3;ENSP00000324693.9;	29841
Homo_sapiens	ZNF441	ENSG00000197044	zf-C2H2	ENSP00000350576.4;	126068
Homo_sapiens	ZNF624	ENSG00000197566	zf-C2H2	ENSP00000310472.7;	57547
Homo_sapiens	IKZF4	ENSG00000123411	zf-C2H2	ENSP00000262032.5;ENSP00000412101.3;ENSP00000450020.1;ENSP00000448419.1;	64375
Homo_sapiens	SETDB2	ENSG00000136169	MBD	ENSP00000346175.5;ENSP00000326477.9;ENSP00000482240.2;	83852
Homo_sapiens	SHOX2	ENSG00000168779	Homeobox	ENSP00000397099.3;ENSP00000419362.1;ENSP00000374240.4;ENSP00000479329.1;	6474
Homo_sapiens	TBX1	ENSG00000184058	T-box	ENSP00000331176.7;ENSP00000505472.1;ENSP00000352483.3;ENSP00000497003.1;ENSP00000331791.4;	6899
Homo_sapiens	ZSCAN2	ENSG00000176371	zf-C2H2	ENSP00000445451.1;ENSP00000325123.6;ENSP00000410198.2;ENSP00000351257.3;ENSP00000441855.1;	54993
Homo_sapiens	FERD3L	ENSG00000146618	bHLH	ENSP00000275461.3;	222894
Homo_sapiens	ZNF41	ENSG00000147124	zf-C2H2	ENSP00000366265.4;ENSP00000508254.1;ENSP00000315173.7;	7592
Homo_sapiens	HOXC13	ENSG00000123364	Homeobox	ENSP00000243056.3;	NA
Homo_sapiens	SIM1	ENSG00000112246	bHLH	ENSP00000262901.4;ENSP00000358210.4;	6492
Homo_sapiens	RELA	ENSG00000173039	RHD	ENSP00000483705.1;ENSP00000311508.9;ENSP00000434372.1;ENSP00000434745.1;ENSP00000435531.1;ENSP00000384273.3;ENSP00000433526.1;ENSP00000433616.1;ENSP00000436545.1;ENSP00000432537.1;ENSP00000437137.1;ENSP00000431153.1;ENSP00000434098.1;ENSP00000432922.1;ENSP00000433144.1;ENSP00000435290.1;	5970
Homo_sapiens	LIN28B	ENSG00000187772	CSD	ENSP00000490468.1;ENSP00000489735.1;ENSP00000344401.4;	389421
Homo_sapiens	ZFHX3	ENSG00000140836	Homeobox	ENSP00000438926.3;ENSP00000493252.1;ENSP00000268489.5;	463
Homo_sapiens	ZBTB26	ENSG00000171448	ZBTB	ENSP00000362760.3;ENSP00000362760.3;ENSP00000362758.1;	57684
Homo_sapiens	ZNF585A	ENSG00000196967	zf-C2H2	ENSP00000375998.1;ENSP00000292841.7;ENSP00000349440.3;	199704
Homo_sapiens	ZNF467	ENSG00000181444	zf-C2H2	ENSP00000304769.3;	168544
Homo_sapiens	THAP4	ENSG00000176946	THAP	ENSP00000385006.1;	51078
Homo_sapiens	BHLHE40	ENSG00000134107	bHLH	ENSP00000256495.3;	8553
Homo_sapiens	ZNF418	ENSG00000196724	zf-C2H2	ENSP00000407039.2;ENSP00000483763.1;ENSP00000468968.1;ENSP00000471652.1;ENSP00000379451.1;	147686
Homo_sapiens	SP140	ENSG00000079263	SAND	ENSP00000375899.3;ENSP00000393618.3;ENSP00000398210.3;ENSP00000342096.6;	11262
Homo_sapiens	NKX1-2	ENSG00000229544	Homeobox	ENSP00000451945.1;	NA
Homo_sapiens	ZFHX2	ENSG00000136367	Homeobox	ENSP00000413418.2;	85446
Homo_sapiens	NFYA	ENSG00000001167	NF-YA	ENSP00000229418.6;ENSP00000345702.6;	4800
Homo_sapiens	CUX2	ENSG00000111249	CUT	ENSP00000261726.6;	23316
Homo_sapiens	ZNF558	ENSG00000167785	zf-C2H2	ENSP00000471277.1;ENSP00000301475.1;	148156
Homo_sapiens	REPIN1	ENSG00000214022	zf-C2H2	ENSP00000419872.1;ENSP00000428562.1;ENSP00000419789.1;ENSP00000417291.2;ENSP00000407714.1;ENSP00000388287.2;ENSP00000380451.2;	29803
Homo_sapiens	THAP1	ENSG00000131931	THAP	ENSP00000254250.3;ENSP00000433912.1;	55145
Homo_sapiens	MEF2B	ENSG00000213999	SRF	ENSP00000402154.2;ENSP00000386480.1;ENSP00000386784.2;ENSP00000390762.2;ENSP00000386374.1;	4207
Homo_sapiens	SALL4	ENSG00000101115	zf-C2H2	ENSP00000379319.3;ENSP00000360594.3;ENSP00000217086.4;	57167
Homo_sapiens	ZBTB32	ENSG00000011590	ZBTB	ENSP00000466524.1;ENSP00000376035.1;ENSP00000376035.1;ENSP00000262630.3;	27033
Homo_sapiens	ZNF324	ENSG00000083812	zf-C2H2	ENSP00000471778.1;ENSP00000196482.3;ENSP00000444812.1;	25799
Homo_sapiens	KLF5	ENSG00000102554	zf-C2H2	ENSP00000440407.1;ENSP00000366915.4;	688
Homo_sapiens	SOX7	ENSG00000171056	HMG	ENSP00000301921.1;	83595
Homo_sapiens	CAMTA2	ENSG00000108509	CG-1	ENSP00000412886.3;ENSP00000458560.1;ENSP00000460779.1;ENSP00000321813.7;ENSP00000459519.2;ENSP00000460751.1;ENSP00000370712.5;ENSP00000354828.5;	23125
Homo_sapiens	YBX3	ENSG00000060138	CSD	ENSP00000228251.4;ENSP00000485718.1;ENSP00000279550.7;	8531
Homo_sapiens	EVX1	ENSG00000106038	Homeobox	ENSP00000419266.3;	2128
Homo_sapiens	HOXB1	ENSG00000120094	Homeobox	ENSP00000355140.5;	NA
Homo_sapiens	ZNF85	ENSG00000105750	zf-C2H2	ENSP00000329793.7;ENSP00000470667.1;ENSP00000342340.5;	7639
Homo_sapiens	JARID2	ENSG00000008083	ARID	ENSP00000380478.3;ENSP00000341280.2;	3720
Homo_sapiens	NKX3-1	ENSG00000167034	Homeobox	ENSP00000370253.4;ENSP00000429729.1;	4824
Homo_sapiens	NFAT5	ENSG00000102908	RHD	ENSP00000338806.3;ENSP00000457593.1;ENSP00000346420.2;ENSP00000462061.1;	10725
Homo_sapiens	ZFP69B	ENSG00000187801	zf-C2H2	ENSP00000354547.4;ENSP00000399664.2;	65243
Homo_sapiens	ZNF232	ENSG00000167840	zf-C2H2	ENSP00000461305.1;ENSP00000250076.3;	7775
Homo_sapiens	TFE3	ENSG00000068323	bHLH	ENSP00000314129.7;	7030
Homo_sapiens	GLI2	ENSG00000074047	zf-C2H2	ENSP00000354586.5;ENSP00000390436.1;	2736
Homo_sapiens	VAX2	ENSG00000116035	Homeobox	ENSP00000234392.2;ENSP00000405114.2;ENSP00000495231.1;	25806
Homo_sapiens	ZNF730	ENSG00000183850	zf-C2H2	ENSP00000472959.1;	100129543
Homo_sapiens	SMAD9	ENSG00000120693	MH1	ENSP00000382216.3;ENSP00000369154.4;ENSP00000239885.6;	4093
Homo_sapiens	PBX2	ENSG00000204304	Homeobox	ENSP00000364190.3;	5089
Homo_sapiens	ATF5	ENSG00000169136	TF_bZIP	ENSP00000396954.1;ENSP00000470633.1;	22809
Homo_sapiens	DMRT3	ENSG00000064218	DM	ENSP00000190165.2;	NA
Homo_sapiens	ZNF726	ENSG00000213967	zf-C2H2	ENSP00000471516.1;	730087
Homo_sapiens	ZNF23	ENSG00000167377	zf-C2H2	ENSP00000377171.2;ENSP00000387673.3;ENSP00000349796.4;ENSP00000497736.2;ENSP00000462429.1;	7571
Homo_sapiens	ZBTB5	ENSG00000168795	ZBTB	ENSP00000307604.4;ENSP00000307604.4;	NA
Homo_sapiens	ZNF670	ENSG00000277462	zf-C2H2	ENSP00000355459.2;	93474
Homo_sapiens	SOX5	ENSG00000134532	HMG	ENSP00000439832.1;ENSP00000379328.2;ENSP00000370788.2;ENSP00000493866.1;ENSP00000443520.1;ENSP00000398273.2;	6660
Homo_sapiens	ZNF585B	ENSG00000245680	zf-C2H2	ENSP00000433773.1;	NA
Homo_sapiens	EMX2	ENSG00000170370	Homeobox	ENSP00000450962.3;	NA
Homo_sapiens	GLIS3	ENSG00000107249	zf-C2H2	ENSP00000325494.10;ENSP00000371398.3;ENSP00000507306.1;	169792
Homo_sapiens	DRGX	ENSG00000165606	Homeobox	ENSP00000363254.1;	644168
Homo_sapiens	HEY2	ENSG00000135547	bHLH	ENSP00000357349.1;ENSP00000357348.3;	23493
Homo_sapiens	ZNF689	ENSG00000156853	zf-C2H2	ENSP00000287461.3;	115509
Homo_sapiens	NR1H4	ENSG00000012504	THR-like	ENSP00000376712.3;ENSP00000496908.1;ENSP00000315442.5;ENSP00000448978.1;ENSP00000448506.1;ENSP00000447149.1;ENSP00000188403.7;	9971
Homo_sapiens	SUB1	ENSG00000113387	PC4	ENSP00000422078.1;ENSP00000265073.4;ENSP00000427100.1;ENSP00000422806.1;ENSP00000426850.1;	10923
Homo_sapiens	ERFL	ENSG00000268041	ETS	ENSP00000491574.1;	390937
Homo_sapiens	ZNF287	ENSG00000141040	zf-C2H2	ENSP00000379168.1;ENSP00000379169.3;	57336
Homo_sapiens	POU2F1	ENSG00000143190	Pou	ENSP00000441285.2;ENSP00000414660.4;ENSP00000415993.1;ENSP00000401217.2;ENSP00000356836.5;ENSP00000356840.2;	5451
Homo_sapiens	ZNF709	ENSG00000242852	zf-C2H2	ENSP00000380840.3;	163051
Homo_sapiens	RCOR2	ENSG00000167771	MYB	ENSP00000301459.4;	283248
Homo_sapiens	RERE	ENSG00000142599	zf-GATA	ENSP00000366684.1;ENSP00000338629.3;ENSP00000465133.1;ENSP00000499322.1;ENSP00000383699.2;ENSP00000383700.2;	473
Homo_sapiens	MYF6	ENSG00000111046	bHLH	ENSP00000228641.3;	NA
Homo_sapiens	BORCS8-MEF2B	ENSG00000064489	SRF	ENSP00000454967.3;	NA
Homo_sapiens	TFCP2L1	ENSG00000115112	CP2	ENSP00000263707.5;	29842
Homo_sapiens	MIER1	ENSG00000198160	MYB	ENSP00000383820.1;ENSP00000347514.3;ENSP00000360053.1;ENSP00000383821.3;ENSP00000350321.2;ENSP00000360055.1;ENSP00000348253.6;ENSP00000360057.3;	57708
Homo_sapiens	TEAD1	ENSG00000187079	TEA	ENSP00000435233.2;ENSP00000334754.6;ENSP00000435977.2;ENSP00000432587.4;	7003
Homo_sapiens	ZNF57	ENSG00000171970	zf-C2H2	ENSP00000303696.5;ENSP00000430223.1;	126295
Homo_sapiens	ZBTB47	ENSG00000114853	ZBTB	ENSP00000232974.6;ENSP00000232974.6;ENSP00000504903.1;ENSP00000504903.1;ENSP00000420968.1;	NA
Homo_sapiens	ZNF557	ENSG00000130544	zf-C2H2	ENSP00000252840.5;ENSP00000404065.2;	79230
Homo_sapiens	ZNF700	ENSG00000196757	zf-C2H2	ENSP00000479449.1;ENSP00000467996.1;ENSP00000254321.4;	90592
Homo_sapiens	RARA	ENSG00000131759	THR-like	ENSP00000254066.5;ENSP00000377648.3;ENSP00000462514.1;ENSP00000377643.3;ENSP00000389993.3;ENSP00000377649.2;	5914
Homo_sapiens	EHF	ENSG00000135373	ETS	ENSP00000399733.2;ENSP00000435837.1;ENSP00000435835.1;ENSP00000257831.3;ENSP00000433508.1;	26298
Homo_sapiens	ZSCAN18	ENSG00000121413	zf-C2H2	ENSP00000392653.1;ENSP00000468934.1;ENSP00000470123.1;ENSP00000412253.2;ENSP00000240727.5;	65982
Homo_sapiens	ZNF74	ENSG00000185252	zf-C2H2	ENSP00000385855.1;ENSP00000383301.2;ENSP00000483077.1;	7625
Homo_sapiens	PMS1	ENSG00000064933	HMG	ENSP00000406490.3;ENSP00000387169.1;ENSP00000406225.1;ENSP00000387125.3;ENSP00000389938.1;ENSP00000401064.2;ENSP00000398378.3;ENSP00000485312.1;ENSP00000404492.4;	5378
Homo_sapiens	ZNF131	ENSG00000172262	ZBTB	ENSP00000305804.4;ENSP00000305804.4;ENSP00000426504.1;ENSP00000426504.1;ENSP00000423945.1;ENSP00000421246.1;ENSP00000425139.1;ENSP00000424771.1;ENSP00000425722.1;ENSP00000422079.1;ENSP00000507111.1;	7690
Homo_sapiens	SALL1	ENSG00000103449	zf-C2H2	ENSP00000456777.2;ENSP00000510560.1;ENSP00000509873.1;ENSP00000251020.4;ENSP00000407914.2;	6299
Homo_sapiens	GSX2	ENSG00000180613	Homeobox	ENSP00000319118.2;	NA
Homo_sapiens	FOXB1	ENSG00000171956	Fork_head	ENSP00000379369.4;	NA
Homo_sapiens	ZBTB48	ENSG00000204859	ZBTB	ENSP00000366902.4;ENSP00000366902.4;ENSP00000466390.1;ENSP00000313416.5;ENSP00000416054.1;	3104
Homo_sapiens	FOXD4L1	ENSG00000184492	Fork_head	ENSP00000302756.5;	200350
Homo_sapiens	ZNF728	ENSG00000269067	zf-C2H2	ENSP00000471593.1;	388523
Homo_sapiens	ZNF367	ENSG00000165244	zf-C2H2	ENSP00000364405.4;	NA
Homo_sapiens	ZNF181	ENSG00000197841	zf-C2H2	ENSP00000419435.1;ENSP00000420727.1;ENSP00000376065.3;	339318
Homo_sapiens	BAZ2A	ENSG00000076108	MBD	ENSP00000368754.3;ENSP00000449473.1;ENSP00000447941.1;ENSP00000446880.1;	11176
Homo_sapiens	ZNF71	ENSG00000197951	zf-C2H2	ENSP00000328245.5;ENSP00000471138.2;	58491
Homo_sapiens	OVOL1	ENSG00000172818	zf-C2H2	ENSP00000434220.1;ENSP00000337862.3;	5017
Homo_sapiens	IRX4	ENSG00000113430	Homeobox	ENSP00000423161.1;ENSP00000424235.1;ENSP00000231357.2;ENSP00000481396.1;ENSP00000482393.1;	50805
Homo_sapiens	REST	ENSG00000084093	zf-C2H2	ENSP00000479151.2;ENSP00000502313.1;ENSP00000484058.1;ENSP00000492006.2;ENSP00000481650.1;ENSP00000492813.1;ENSP00000490969.1;ENSP00000502488.1;ENSP00000311816.7;ENSP00000501649.1;ENSP00000484836.2;	5978
Homo_sapiens	ZNF239	ENSG00000196793	zf-C2H2	ENSP00000443907.1;ENSP00000363569.1;ENSP00000398202.1;ENSP00000307774.6;	8187
Homo_sapiens	RXRA	ENSG00000186350	RXR-like	ENSP00000419692.1;ENSP00000500402.1;	6256
Homo_sapiens	ZBTB24	ENSG00000112365	ZBTB	ENSP00000230122.4;ENSP00000230122.4;	9841
Homo_sapiens	ZNF629	ENSG00000102870	zf-C2H2	ENSP00000262525.4;	23361
Homo_sapiens	ZNF443	ENSG00000180855	zf-C2H2	ENSP00000301547.5;	10224
Homo_sapiens	LRRFIP1	ENSG00000124831	LRRFIP	ENSP00000375857.4;ENSP00000409431.1;ENSP00000289175.6;ENSP00000310109.9;ENSP00000244815.5;	9208
